PC Time,test_time, timeInterval,IMU-1 id,Roll-1,Pitch-1,Yaw-1,Roll-1 Rate,Pitch-1 Rate,Yaw-1 Rate,IMU-2 id,Roll-2,Pitch-2,Yaw-2,Roll-2 Rate,Pitch-2 Rate,Yaw-2 Rate,IMU-3 id,Roll-3,Pitch-3,Yaw-3,Roll-3 Rate,Pitch-3 Rate,Yaw-3 Rate,IMU-4 id,Roll-4,Pitch-4,Yaw-4,Roll-4 Rate,Pitch-4 Rate,Yaw-4 Rate,
23:00:49,0,1.81e-05,[0]: ID: 00B48A50,    0.00,     0.00,     0.00,    0.00,    0.00,    0.00, 
23:00:49,0.00,0.00,[0]: ID: 00B48A50,    0.00,     0.01,    -0.01, -914.81, -322.16, 64975.10, 
23:00:49,0.00,0.00,[0]: ID: 00B48A50,    0.00,     0.01,    -0.01,   -0.68,    0.75,    0.35, 
23:00:49,0.00,0.00,[0]: ID: 00B48A50,    0.00,     0.01,    -0.01,    2.15,   -7.00,   -3.90, 
23:00:49,0.00,0.00,[0]: ID: 00B48A50,    0.00,     0.01,    -0.01,    4.79,   15.35,   -0.30, 
23:00:49,0.00,0.00,[0]: ID: 00B48A50,    0.00,     0.02,    -0.01,    3.58,   25.27,    5.61, 
23:00:49,0.00,0.00,[0]: ID: 00B48A50,    0.01,     0.02,    -0.01,   14.18,    7.90,    4.30, 
23:00:49,0.00,0.00,[0]: ID: 00B48A50,    0.01,     0.02,    -0.01,    4.59,   -4.28,  -17.08, 
23:00:49,0.00,0.00,[0]: ID: 00B48A50,    0.01,     0.02,    -0.01,   24.80,   16.65,  -17.43, 
23:00:49,0.00,0.00,[0]: ID: 00B48A50,    0.01,     0.02,    -0.01,   14.31,   -0.91,   13.66, 
23:00:49,0.00,0.00,[0]: ID: 00B48A50,    0.01,     0.02,    -0.01,  -16.13,   -3.52,    6.41, 
23:00:49,0.00,0.00,[0]: ID: 00B48A50,    0.01,     0.02,    -0.01,    4.37,   -2.56,    7.96, 
23:00:49,0.00,0.00,[0]: ID: 00B48A50,    0.01,     0.02,    -0.01,    0.26,   -0.64,   -0.50, 
23:00:49,0.01,0.00,[0]: ID: 00B48A50,    0.01,     0.02,    -0.01,  -12.36,    4.98,   -5.80, 
23:00:49,0.01,0.00,[0]: ID: 00B48A50,    0.01,     0.02,    -0.01,    5.22,   -1.84,   13.57, 
23:00:49,0.01,0.00,[0]: ID: 00B48A50,    0.01,     0.02,    -0.01,    4.78,   -2.74,   -3.44, 
23:00:49,0.01,0.00,[0]: ID: 00B48A50,    0.01,     0.02,    -0.01,  -15.26,    8.20,   23.04, 
23:00:49,0.01,0.00,[0]: ID: 00B48A50,    0.01,     0.02,    -0.01,   -5.79,   -3.82,   -7.74, 
23:00:49,0.01,0.00,[0]: ID: 00B48A50,    0.01,     0.01,    -0.01,   -4.47,  -13.48,    0.48, 
